mlu	estado	revisado_antes	titulo	autor
MLU1430944644	encargo	no	Libro Aviónes De Combate 50 F-14 A Tomcat Marina De Estados Unidos, De Salvat. Editorial Salvat	Salvat
MLU1431940402	disponible	si	Elden Ring Libros Del Saber Volumen Iii Shadow The Erdtree	Future Press
MLU1431941148	encargo	no	Libro La Sanación Viene Kampenhout Hellinger Constelaciones	Daan Van Kampenhout
MLU1431941546	encargo	no	Libro Cómo Analizar Los Estados Contables Para El Otorgamiento De Créditos, De Hugo Luis Sasso, Vol. 1. Editorial Macchi, Tapa Blanda	Hugo Luis Sasso
MLU1431946270	encargo	no	Libro: Manual Para Mecánicos Nico De Los Motores	Nico De Los Motores
MLU1431949100	encargo	no	Libro La Experiencia Starbucks, De Joseph A. Michelli, Vol. 1. Editorial Granica, Tapa Blanda (2007)	Michelli, Joseph A.
MLU1431949624	disponible	si	Libro Un Poco De Tiempo Para Mi, De Al-anon, Vol. 1. Editorial Al-anon, Tapa Dura (2023)	AL-ANON
MLU1435128154	disponible	no	Pulgas Y Garrapatas Guía Para Veterinarios - D. Gram -servet	Dunbar Gram
MLU1435128184	disponible	si	Mi Estuche De Pictos - Ropa Y Complementos	Geu Editorial
MLU1435969278	disponible	no	Mamá Tiene Una Enfermedad Invisible - Infantil	Tamara Pellegrini
MLU1435969294	disponible	si	Donde Esta El Abuelo?: 1 -candor	Mar Cortina
MLU1435969302	disponible	no	Kohlmeier Breviario Mitología Clásica 3 Tomos Tapa Dura	Michael Köhlmeier
MLU1435969324	disponible	si	Libro ¿cabezas De Chorlito?, De Lefebvre, Louis, Vol. 1. Editorial Lynx, Tapa Blanda (2025)	Lefebvre, Louis
MLU1438392032	disponible	si	El Gran Si Camino Integracion Rendicion Devocion Villalonga	Villalonga, Sofia
MLU1438405132	disponible	si	El Gran Si - Un Camino De Integracion, Rendicion Y Devocion, De Villalonga, Sofia. Editorial Metropolis, Tapa Blanda En Español, 2023	Villalonga, Sofia
MLU1438405520	encargo	no	Madre Mía Mercedes Morán	Moran Mercedes
MLU1438418464	encargo	no	Madre Mia - Moran Mercedes [libro]	Moran Mercedes
MLU1444639906	disponible	no	Mama Antula E28	Nunzia Locatelli, Cintia Suárez
MLU1444639920	disponible	si	Proust, De Beckett, Samuel. Editorial Tusquets México, Tapa Blanda En Español, 2013	Beckett, Samuel
MLU1445590282	encargo	no	Cómo Hacer Un Coche Con Poster Obsequio Aston Martin	Adrian Newey
MLU1445603352	encargo	no	Libro Pack Como Hacer Un Coche 2026, De Adrian Newey, Vol. 1. Editorial Libros Cúpula, Tapa Dura (2026)	Adrian Newey
MLU1446344526	disponible	si	Libro Te Busqué Te Luché Te Encontré Ainhoa Navarro	Ainhoa Navarro
MLU1447491564	disponible	si	Lote Folklore Martin Fierro Yupanqui Falu Cuartel Sabalero	Varios autores
MLU1448902686	disponible	si	Stefan Zweig, Cazador De Almas. E. Relgis Biog.	Eugen Relgis
MLU1448955902	disponible	si	Libros Afiches Feria Nacional Y Grabados Artesanias 2005	Varios autores
MLU1449711604	encargo	no	Por Que Dormimos Insomnio Walker Libro Sueño	Matthew Walker
MLU1452575802	disponible	si	Libro La Hija Que Fui, La Madre Que Soy, De Laborda, Yvonne, Vol. 1. Editorial Grijalbo, Tapa Blanda (2026)	LABORDA, YVONNE
MLU1452575868	encargo	no	El Acto De Crea De Rick Rubin Editorial Editorial Diana Planeta Tapa Dura En Español 2023	Rick Rubin
MLU1452588484	disponible	si	Al Andar Se Hace Camino, De González Vallés, Carlos. Editorial Sal Terrae En Español	González Vallés, Carlos
MLU1452588794	encargo	no	El Acto De Crear Rick Rubin Una Manera De Ser Tapa Dura	Rick Rubin
MLU1452588952	disponible	si	Libro: Quédate Contigo: 101 Reflexiones Para Mujeres El De A	Skye Reeds
MLU1452601476	encargo	no	Pack Libros Sensoriales Infantiles Baño Y Mar	Varios autores
MLU1453273882	disponible	si	La Hija Que Fui La Madre Que Soy Yvonne Laborda	LABORDA, YVONNE
MLU1455092016	disponible	si	Cuando Mama Lastima	RAYO GUZMAN (MARIA DEL RAYO GUZMAN CENGTENO)
MLU1461204286	disponible	si	Ranitas Libro Rock Uruguayo Nicolás Peruzzo Ninfa Comics	Nicolás Peruzzo
MLU1463192948	disponible	si	Guía De Intervención Logopédica Disfonías Schüller	TERESA SCHULLER MORENO
MLU1465759350	disponible	si	Psilocibina La Guía Definitiva Stephen Green	Stephen Green
MLU1465760502	disponible	si	Técnicas Reproductivas En Especies Animales Veterinaria	C. Pérez Marín, Lydia Gil Huerta y Luis Ángel Quintela Arias
MLU1467426412	disponible	si	El Otro Camino Parise Espiritualidad Desarrollo Personal	José Luis Parise
MLU1469917800	disponible	no	López Los Doce Trabajos De Hércules Mitología Infantil	Carlos Lopez
MLU1470735452	disponible	si	Springora El Nombre Del Padre Memoria Familiar	Vanessa Springora
MLU1472712116	disponible	si	Montagu El Tacto Y Las Relaciones Humanas	Ashley Montagu
MLU1472715344	disponible	si	Molina Tus Microtraumas Heridas Emocionales	Dra. Rosa Molina
MLU1473077522	encargo	no	El Camino Sufí Del Amor Enseñanzas De Rumi - Chittick	William C. Chittick
MLU1474529100	encargo	no	200 Soluciones Naturales Problemas Cotidianos Guía	Marina López
MLU1479589314	disponible	si	Martes Con Mi Viejo Profesor Albom Vida Y Amistad	Mitch Albom
MLU1480782758	disponible	si	Los Años Perdidos De Jesús 17 Años En Oriente	Elizabeth Clare Prophet
MLU1480784234	disponible	si	Libro Geometría Sagrada Ejercicios Y Autoconocimiento	Monique Dumoulin
MLU1488354450	disponible	si	Hago Lo Que Puedo Francisco Sola Coherencia Emocional	FRANCISCO SOLA
MLU1488612082	disponible	si	Muerte De La Naturaleza Merchant Ecología Feminismo	Carolyn Merchant
MLU1489004436	disponible	si	Fragmentos De Una Enseñanza Desconocida Gurdjieff Ouspensky	P D Ouspensky
MLU1489112982	disponible	si	Bufanda Roja,la - Schuff, Nicolas	Schuff,Nicolas
MLU1489845906	disponible	si	Fragmentos De Enseñanza Desconocida - Ouspensky - Gaia Libro	Ouspensky, P. D.
MLU1491205736	disponible	si	La Muerte De La Naturaleza - Carolyn Merchant, De Merchant, Carolyn. Editorial Siglo Xxi Editores, Tapa Blanda En Español	Merchant, Carolyn
MLU476019530	encargo	no	Libro: Karina & Marina - Estrellas En Nueva York- Exclusivo	Karina & Marina
MLU476019932	encargo	no	Karina & Marina -un Minuto Para Triunfar- Exclusivo	
MLU476020189	encargo	no	Karina & Marina - Listas Para La Party - Exclusivo	Karina & Marina
MLU476024579	disponible	si	Jugar - Un Derecho De La Infancia -	Jaume Bantulà - Andrés Payà
MLU476064526	encargo	no	Los Seis Pilares De La Autoestima	Branden, Nathaniel
MLU476064680	encargo	no	Jugar  - André Stern	Stern, André
MLU476404373	encargo	no	Willy El Tímido - Anthony Browne	Anthony Browne
MLU476644910	encargo	no	Educar En El Feminismo	Marañon, Iria
MLU476645130	encargo	no	Bésame Mucho - Criar A Tus Hijos Con Cariño Y Respeto	Carlos González
MLU476742915	encargo	no	No Quiero Dormir Sola!	Laura Sala Belda
MLU476743107	encargo	no	Tú Y Yo Hermanos - Elisenda Roca	Elisenda Roca - Guridi
MLU476743983	encargo	no	No Quiero Separarme De Mamá	DINAH LEVY
MLU476750604	encargo	no	Armas, Gérmenes Y Acero - Jared Diamond	Diamond, Jared
MLU476750627	encargo	no	El Temor De Un Hombre Sabio - Patrick Rothfuss	Rothfuss, Patrick
MLU476955226	encargo	no	Dormir Sin Lágrimas - Rosa Jové -	ROSA JOVE
MLU476999916	encargo	no	Canticuénticos En Papel - Noni-noni	Ruth Hillar
MLU476999954	encargo	no	Canticuénticos En Papel - ¿por Qué, Por Qué?	Ruth Hillar
MLU477000031	encargo	no	Canticuénticos En Papel - Quiero Para Mí	Ruth Hillar
MLU477113002	encargo	no	La Cola De Dragón - La Rabia - Colección Emociones	MIREIA CANALS/ SANDRA AGUILAR
MLU477113179	encargo	no	Mi Amiga Invisible - La Muerte - Colección Emociones	Canals Botines, Mireia
MLU477113260	encargo	no	Mis Padres Ya No Viven Juntos... Ahora Son Amigos	Elisa Soro - Carles Soro
MLU477113446	encargo	no	¿de Dónde Venimos?	Peter Mayle
MLU477239859	encargo	no	Un Amor De Hermanita	Astrid Desbordes - Pauline Martin
MLU477247364	disponible	no	El Desván De Las Letras - Aprende El Abecedario Con ......	Emma S. Varela - Elisenda Ripollès Vilaseca
MLU477254652	encargo	no	¡cómo Está El Clima! .....para Gestionar Las Emociones	Maria Mercè Conangla-Jame Soler
MLU477260894	encargo	no	Mamá - Anna Llenas	Anna Llenas
MLU477404314	encargo	no	Karina & Marina -listas Para La Party- Exclusivo	KYM
MLU477404387	encargo	no	Karina & Marina -estrellas En Nueva York- Exclusivo	Karina & Marina -Estrellas en Nueva York- Exclusivo
MLU477405012	encargo	no	Karina & Marina -rivales En El Instituto- Exclusivo	
MLU477508368	encargo	no	Creciendo Juntos - Carlos González	Carlos González
MLU477508649	encargo	no	¡hola Menstruación!	Yumi Stynes - Dra. Melissa Kang
MLU477564793	encargo	no	Minecraft - Bienvenidos Al Nether	Guía de novedades
MLU477564985	disponible	si	Vínculos Violentos En Familia - Domingo Caratozzolo	Domingo Caratozzolo
MLU477861921	encargo	no	Que Digo Cuando Digo Te Amo De Gabriel Cartañá Libro	CARTAÑA
MLU477877600	encargo	no	Jefa De Tu Vida - Charuca	CHARUCA
MLU477915075	encargo	no	Ni Rabietas Ni Conflictos - Rosa Jové	Jové Montañola, Rosa
MLU477973383	disponible	si	Todos A La Cama : Alvaro Bilbao Libro Sueño Infantil	BILABO, ALVARO
MLU478016095	encargo	no	Bailarina De Auschwitz La Libro Entrega Inmediata Gratuita	Eger, Edith
MLU478190078	encargo	no	El Síndrome De Tourette	Mary Robertson, Andrea Cavanna
MLU478190341	encargo	no	Superar Una Imagen Corporal Distorsionada	Lorraine Bell, Jenny Rushforth
MLU478190416	encargo	no	Programa Para La Intervención Psicológica Del Mutismo Select	José Olivares Rodríguez, Pablo J. Olivares Olivares
MLU478221896	disponible	si	Libro La Medicalizacion De La Infancia  Cecilia Rustoyburu	CECILIA RUSTOYBURU
MLU478256291	encargo	no	Todos En Círculo ¡el Libro Que Hace Fácil La Geometría!	Anna Cerasoli
MLU478256477	encargo	no	El Encarnizamiento Médico Con Las Mujeres	Juan Gervas, Mercedes Pérez-Fenández
MLU478260072	encargo	no	Libro Tiempo Para Valientes - Fabián Jalife	Fabián Jalife | Alejandro Melamed
MLU478295549	encargo	no	Guía Del Nacimiento	Ina May Gaskin
MLU478295624	encargo	no	La Asertividad: Para Gente Extraordinaria	Eva Bach, Anna Forés
MLU478295694	disponible	si	Feliz Feroz	El Hematocrítico
MLU478295929	encargo	no	¿hiperactividad Y Déficit De Atención?: Otra Forma De Preven	Heike Freire
MLU478296004	encargo	no	Vida De Clase. Cinco Años Con Mario Lodi Tonucci	Francesco Tonucci
MLU478296076	encargo	no	Tú Eliges Lo Que Comes	Carlos Casabona
MLU478296148	encargo	no	Los Buenos Tratos A La Infancia	Jorge Barudy
MLU478316314	encargo	no	Libro: Vidas Liberadas - Husmann - Chiale	Gloria Husmann, Graciela Chiale
MLU478316467	encargo	no	Psicobiología De La Violencia	Moya Albiol, Luis
MLU478316494	disponible	si	Enriquecimiento De Los Aprendizajes Matemáticos En Infantil	Jaime Martinez Montero,Concepcion Sanchez Cortes,
MLU478316573	encargo	no	Violencia Doméstica, Divorcio Y Adaptación Psicológica	José Cantón Duarte, María del Rosario Cortés Arboleda, María Dolores Justicia Díaz, David Cantón Cortés
MLU478802258	encargo	no	Periodismo. Instrucciones De Uso Reynaldo Sietecase	Sietecase Reynaldo
MLU478802520	encargo	no	Libro	Fradin, Natacha
MLU479179357	encargo	no	Apocalipsis Antroposofica Steiner Waldorf	Steiner, Rudolf
MLU479179437	disponible	si	El Dolor Psíquico Angustia Neurótica. Dolor Melancólico. Mas	Estela Eisenberg
MLU479210053	encargo	no	Manos Que Curan  El Libro Guía De Las Curaciones Barbara Ann	Barbara Ann Brennan
MLU479238208	encargo	no	Libro Alimentación Vegetariana En La Infancia Julio Basulto	BASULTO más 3 nutricionistas
MLU479281259	disponible	si	Adopciones: Análisis, Acciones Y Propuestas Concretas De Abo	Otero, Maria Federica
MLU479290713	disponible	no	Niñez, Adolescencia Y Género Herramientas Interdisciplinaria	Lucía Saavedra, Mónica Solís, María Eugenia Cuadra, Débora Tajer, Graciela Beatriz Reid, Mariana Gaba, Juliana Fernández Romeral, Alejandra Lo Russo, María Laura Lavarello, Rocío Fabbio, Susana De la Sovera DIRECTOR: Débora Tajer EDITORIAL: Noveduc
MLU479291334	encargo	no	La Bailarina De Auschwitz - Libro Entrega Inmediata	Eger, Edith
MLU479314344	encargo	no	Libro Freijo - Mal Educadas	FREIJO
MLU479314383	encargo	no	Libro Florencia Freijo  Mal Educadas	Florencia Freijo
MLU479397329	encargo	no	Libro  Mal Educadas  Freijo	Florencia Freijo
MLU479397334	encargo	no	Mal Educadas  Freijo	Florencia Freijo
MLU479413272	encargo	no	Libro 9 Meses Bajo La Lupa	Fradin, Natacha
MLU479428090	disponible	si	Para Selena, Con Amor (spanish Edition)	Chris Perez
MLU479486970	encargo	no	Libro	Emmi Pikler
MLU479519265	encargo	no	Los Cuatro Cerebros - Arantxa	Arantxa
MLU479551379	encargo	no	Teta Mamá Carolina Mora Libro Destete Respetuoso	LODR
MLU479700035	encargo	no	Niñez Trans Experiencia De Reconocimiento Y Derecho A La Ide	valeria pavan
MLU479700062	encargo	no	La Traición Progresista Autor: Alejo Schapire	Alejo Schapire
MLU479700091	encargo	no	¿quién No Usó Panal?	BINDER, WALTER  ¿QUIÉN NO USÓ PANAL?
MLU479795853	encargo	no	Libro ¿quien No Uso Pañal? Dejar Pañales	Walter Binder
MLU479901139	encargo	no	Libro Tomate Un Respiro Mario Alonso Puig	Puig
MLU480301095	encargo	no	Guia Del Explorador Psicodelico Fadiman	Fadiman James
MLU480348840	encargo	no	Karina & Marina-un Plan Top Secret	
MLU480423423	encargo	no	Libro Jefa De Tu Vida - Charuca	CHARUCA
MLU481000289	encargo	no	Libro - Niñez Trans - Valeria Pavan	valeria pavan
MLU481026184	encargo	no	Un Curso De Milagros  - Tapa Rustica Blanda	CURSO DE MILAGROS, UN
MLU481050147	encargo	no	9 Meses Bajo La Lupa	Autor: Natacha Fradin | Ilustrador: Ives Calarnou
MLU481077666	encargo	no	Karina&marina - Secret Stars-gemelas Y Estrellas - Exclusivo	Karina & Marina
MLU481089006	encargo	no	Ñam Ñam - Narda Lepes	Narda Lepes
MLU481089049	encargo	no	Ñam Ñam - Narda Lepes	Narda Lepes
MLU481089225	encargo	no	El Fin Del Amor Querer Y Coger Tamara Tenenbaum	Tamara Tenenbaum
MLU481161257	encargo	no	Cuanto Color! Raul Bermejo Nacho Uve	Bermejo Raul / Uve Nacho
MLU481229022	encargo	no	Libro - Yo Nena, Yo Princesa (2da Edición) - Mansilla, Gabri	MANSILLA GABRIELA
MLU600539003	encargo	no	Decide De Nuevo Aproximacion A Un Curso De Milagros Salvat M	Salvat, Marta
MLU600559020	encargo	no	Libro - Putita Golosa - Peker, Luciana	Luciana Peker
MLU600680222	encargo	no	Actuar, Jugar, Pensar - Bernard Aucouturier	Bernard Aucouturier
MLU600712408	encargo	no	Libro - El Mamboreta - Ruth Hillar Canticuenticos	Ruth Hillar
MLU600731901	encargo	no	Libro Educar En El 0-3.practica Reflexiva Inicial Maternal	QUINTO BORGHI, BATISTA
MLU600744900	encargo	no	La Formación Del Psicomotricista Ppa® - Bernard Aucouturier	Bernard Aucouturier
MLU600814043	encargo	no	Un Regalo Para Toda La Vida Dr Gonzalez, Carlos	González; Carlos
MLU600839928	disponible	si	Libro - Edipo Gay. Segunda Edición Ampliada - Reitter, Jorge	Reitter Jorge N
MLU600872481	encargo	no	Libro Lorena  Pronsky - Rota Se Camina Igual	Lorena Pronsky
MLU600878569	encargo	no	Edipo Gay. Segunda Edición Ampliada - Reitter, Jorge	Reitter Jorge N
MLU600915638	disponible	si	Elaine Aron-don De La Sensibilidad, El	Elaine Aron
MLU600959045	encargo	no	Libro Lorena  Pronsky  Rota Se Camina Igual Ed Hojas	Lorena Pronsky
MLU601070785	encargo	no	Educar En El Asombro L Ecuyer	CATHERINE ECUYER
MLU601070827	encargo	no	Yo Recordare Por Ustedes Forn Juan (papel)	VV. AA.
MLU601103370	encargo	no	Pack Litwak - Cómo Protegen Sus Activos + Paraísos Fiscale	Litwak Martin
MLU601109893	encargo	no	Summer. Finding Love 6 - Joss Stirling	Joss Stirling
MLU601129393	encargo	no	Diario De Pilar En China - Flavia Lins E Silvia	FLAVIA LINS E SILVIA
MLU601494209	encargo	no	Caída De Los Gigantes, La Follet, Ken	Ken Follett
MLU601507464	encargo	no	Libro - Anexo A Un Curso De Milagros	FOUNDATION FOR INNER PEACE
MLU601609182	encargo	no	Libro Ensambladas  - Violeta Vazquez	Violeta Vazquez
MLU601616179	encargo	no	Libro Azul De La Decodificación Biológica - Enrique Bouron	Bouron, Enrique
MLU601616211	encargo	no	Libro El Gran Surubí  Mairal, Pedro	Mairal, Pedro
MLU601635824	encargo	no	Libro	
MLU601648153	encargo	no	Ensambladas  - Violeta Vazquez	Violeta Vazquez
MLU601648758	encargo	no	Libro De Madres E Hijas Un Diálogo Abierto Sobre Los Vínculo	Julieta y Herrera Paula Imberti
MLU601661174	encargo	no	Libro Ensambladas  - Viole Vazquez	Violeta Vazquez
MLU601668380	encargo	no	Microcosmos Del Movimiento El Phil Unseld	Unsel, Phil
MLU601680748	encargo	no	Bouron Libro Azul De La Decodificación Biológica	Bouron, Enrique
MLU601733209	encargo	no	Libro - Dislexia: Una Forma Diferente De Leer - Rufina Pears	María Rufina Pearson
MLU601909449	encargo	no	Agenda 2022 - Año Del Tigre De Agua Ludovica Squirru Dari	
MLU601928947	encargo	no	Manifiesto Para Los Heroes De Cada Día - Sharma, Robin	Sharma, Robin
MLU602079605	encargo	no	Indomable - Glennon Doyle	Doyle, Glennon
MLU602144348	encargo	no	Libro - El Mito De Sisifo - Albert Camus	Albert Camus
MLU602155690	encargo	no	Todo Sobre Tu Vulva Tati Español Libro Tati Español	Tati Español
MLU602162173	encargo	no	Libro Gestionar Es Hacer Que Las Cosas Sucedan Blejmar	Bernardo Blejmar
MLU602168295	encargo	no	Un Año En El Jardín. Clara Billoch. Fotos De Angela Copello.	Billoch, Clara
MLU602187528	encargo	no	Educar Hasta La Ternura Siempre De Gabriela Magistris Libro	Gabriela Magistris
MLU602207175	encargo	no	Factfulness - Hans Rosling	Hans Rosling
MLU602259072	disponible	si	Niñez En Movimiento Del Adultocentrismo A La Emancipacion	Morales, Santiago
MLU602415276	disponible	si	Loczy, Una Insolita Atencion Personal - David, Myriam	Myriam David
MLU602493294	encargo	no	De 0 A 3 ¿nada De Pantallas? - Ramis, Anna	Ramis Anna
MLU602630663	encargo	no	Libro Decir Si A La Vida Garriga Joan	Joan Garriga
MLU602631760	disponible	si	De La Teta Al Plato - Piermarini, Lucio Destete Libro	Piermarini, Lucio
MLU602637201	encargo	no	A Solas: Silvia Congost Libro	Silvia Congost
MLU602656662	encargo	no	Libro  Trocca En Casa De Fernando Trocca	Fernando Trocca
MLU602728339	encargo	no	Libro Seis Años, Seis Casitas - Josep Gregori	JOSEP GREGORI
MLU602733671	encargo	no	Libro Sabrina Critzmann Comer Y Criar	Sabrina Critzmann
MLU602942785	encargo	no	Pokemon Guia Oficial Del Mitico Y Legendario Pokemon	Pokémon
MLU602950814	encargo	no	Libro Enseñar Distinto- Melina Furman	Furman, Melina
MLU602968756	encargo	no	Libro Infancia, La Edad Sagrada - Reichert, Evania	Reichert, Evania
MLU602968770	encargo	no	Pokemon Guia Oficial Del Mitico Y Legendario Pokemon	Pokémon
MLU602970469	encargo	no	Hacia El Jardin De Infantes Que Queremos Autora: Diana Jarvi	Autora: Diana Jarvis.
MLU602987101	encargo	no	Libro Las Escuelas Que Cambian El Mundo - Bona, Cesar	Bona Cesar
MLU602988294	encargo	no	Libro  Contra El Punitivismo Una Critica A Cesaroni Claudia	Cesaroni, Claudia
MLU603020260	encargo	no	Libro Lecuyer - Educar En La Realidad 3ra Ed	Catherine L´Ecuyer
MLU603032561	encargo	no	Libro - Títeres En Terapia - Elena Santa Cruz Y Marcelo Roch	Elena Santa Cruz Y Marcelo Rocha
MLU603034141	disponible	si	Libro Animate A Manifestar Tus Sueños Naty Franz	Naty Franz
MLU603052066	encargo	no	Libro - Prioridad: Tu Paz  - Marta Salvat	Marta Salvat
MLU603052069	encargo	no	Libro: Objetos Lúdicos. Elena Santa Cruz	Santa Cruz, Elena
MLU603059295	encargo	no	Libro Lecuyer - Educar En La Realidad - 3ra Ed	Lecuyer, Catherine
MLU603060093	encargo	no	Libro - Libro Pararte Y Dar Pelea - Rolo Sartorio Rolon	Rolo Sartorio
MLU603071570	encargo	no	Libro - Nacio Un Super Hermano	Utrera, Noelia
MLU603111513	encargo	no	Manos Que Curan: El Libro Guia De Las Curaciones Ann Brenan	BARBARA ANN BRENNAN , TRANSLATED BY  DIORKI, S. A.
MLU603173481	encargo	no	Libro Hablar Leer Y Escribir En El Jardin De Infantes Ortiz	ORTIZ BEATRIZ / LILLO MARIO
